,ID,Count
0,18288,412.8611627468356
1,18289,329.4848076598466
2,18290,278.84563106618265
3,18291,230.40018292825692
4,18292,193.92853024104932
5,18293,173.59802338201746
6,18294,186.66501461837163
7,18295,216.48211309369037
8,18296,249.29266043168866
9,18297,322.1405863080277
10,18298,457.24197688984873
11,18299,506.91268473382195
12,18300,512.2832841639242
13,18301,453.07462651239297
14,18302,484.4471444947901
15,18303,478.32818284901873
16,18304,466.119607095345
17,18305,476.97819610702584
18,18306,488.7172112547892
19,18307,518.5783310369121
20,18308,498.3358667914876
21,18309,465.1438014611872
22,18310,466.83128488867806
23,18311,455.79661064978063
24,18312,393.29689582427307
25,18313,313.87149910570884
26,18314,265.6319630135293
27,18315,219.48220108703515
28,18316,184.73883193110524
29,18317,165.3717275394181
30,18318,177.81951278719737
31,18319,206.22366733350538
32,18320,237.4794200724544
33,18321,306.8752986379794
34,18322,435.5746347146813
35,18323,482.8915949210061
36,18324,488.0076975607452
37,18325,431.6047627210045
38,18326,461.4906300536847
39,18327,455.661627865786
40,18328,444.0315803350144
41,18329,454.3756129945949
42,18330,465.55835100495244
43,18331,494.00444081879925
44,18332,474.7212069621889
45,18333,443.1020152379034
46,18334,444.7095338268922
47,18335,434.1977600971563
48,18336,378.77050417007473
49,18337,302.27867858383763
50,18338,255.82086617656842
51,18339,211.37564228129182
52,18340,177.91551688625577
53,18341,159.26373505772227
54,18342,171.25176228133094
55,18343,198.60681148781345
56,18344,228.70813531935602
57,18345,295.54088226108
58,18346,419.4867179126964
59,18347,465.05602970597533
60,18348,469.98316947446625
61,18349,415.6634728464362
62,18350,444.44550788750854
63,18351,438.8317994627532
64,18352,427.63130687427235
65,18353,437.5932834553731
66,18354,448.36298786737416
67,18355,475.7584234654016
68,18356,457.18741441995724
69,18357,426.7360751950248
70,18358,428.2842202042498
71,18359,418.16069805696895
72,18360,263.381747167792
73,18361,210.19241366596532
74,18362,177.8875227974677
75,18363,146.9821048889354
76,18364,123.71528186556473
77,18365,110.74558430013388
78,18366,119.08157540949274
79,18367,138.1031744372491
80,18368,159.03442218629587
81,18369,205.50722158260342
82,18370,291.69416166555277
83,18371,323.3812250065739
84,18372,326.8073594771248
85,18373,289.03563109277593
86,18374,309.0494985737517
87,18375,305.14595192287857
88,18376,297.35758066741937
89,18377,304.2847377936691
90,18378,311.7735563085339
91,18379,330.823238405721
92,18380,317.909706979151
93,18381,296.73507262837126
94,18382,297.81159028988293
95,18383,290.7721008859102
96,18384,262.80428194477344
97,18385,209.731566206566
98,18386,177.4975039023503
99,18387,146.65984620969076
100,18388,123.44403576137742
101,18389,110.50277429441445
102,18390,118.82048871977067
103,18391,137.80038283804544
104,18392,158.68573876740678
105,18393,205.05664642005226
106,18394,291.054621393948
107,18395,322.6722107592825
108,18396,326.0908334203501
109,18397,288.4019196569451
110,18398,308.3719066770589
111,18399,304.4769185632201
112,18400,296.70562333369037
113,18401,303.6175926484163
114,18402,311.0899919075797
115,18403,330.0979075230763
116,18404,317.21268905055643
117,18405,296.0844801452725
118,18406,297.1586375387771
119,18407,290.13458223516363
120,18408,411.3368773639928
121,18409,328.26834817781815
122,18410,277.8161316657646
123,18411,229.54954435352334
124,18412,193.2125451820626
125,18413,172.95709865136203
126,18414,185.97584649372195
127,18415,215.6828600991965
128,18416,248.3722707398662
129,18417,320.9512417262734
130,18418,455.5538373294254
131,18419,505.04116068303307
132,18420,510.3919318344134
133,18421,451.4018728294478
134,18422,482.65856332575885
135,18423,476.56219291558045
136,18424,464.39869128184296
137,18425,475.2171903310806
138,18426,486.91286497890536
139,18427,516.6637373643092
140,18428,496.49600839346635
141,18429,463.42648832674263
142,18430,465.1077415573672
143,18431,454.11380738841217
144,18432,401.7434518607872
145,18433,320.6122927239876
146,18434,271.3367506294619
147,18435,224.19586328519156
148,18436,188.70633564800073
149,18437,168.92329781202193
150,18438,181.63841523745674
151,18439,210.65258548842058
152,18440,242.57959566615426
153,18441,313.46583986443716
154,18442,444.92915950057136
155,18443,493.26231220702414
156,18444,498.4882897227003
157,18445,440.87402940644074
158,18446,471.4017341291574
159,18447,465.4475466317895
160,18448,453.5677288912375
161,18449,464.13391293932455
162,18450,475.55681461293244
163,18451,504.61382074517235
164,18452,484.91645467174465
165,18453,452.61820018961885
166,18454,454.2602423051998
167,18455,443.5227147320086
168,18456,416.5460213028049
169,18457,332.4255175694192
170,18458,281.33437741033555
171,18459,232.45654511963284
172,18460,195.6593765118657
173,18461,175.14741630021462
174,18462,188.33103273361493
175,18463,218.41425406171055
176,18464,251.51764131054003
177,18465,325.01574774918754
178,18466,461.32294202466835
179,18467,511.4369696799848
180,18468,516.85550265542
181,18469,457.1183973114897
182,18470,488.7709205395744
183,18471,482.5973460839565
184,18472,470.27980664253164
185,18473,481.235310472645
186,18474,493.07909839709225
187,18475,523.2067339299044
188,18476,502.78360212768587
189,18477,469.295291771312
190,18478,470.9978362854511
191,18479,459.86467563647096
192,18480,396.98175438024236
193,18481,316.81220901528144
194,18482,268.12070935768213
195,18483,221.53856327841106
196,18484,186.46967820192165
197,18485,166.92112045761522
198,18486,179.48553090244067
199,18487,208.15580830152552
200,18488,239.70440095130576
201,18489,309.75046007913926
202,18490,439.65559984950085
203,18491,487.415879867169
204,18492,492.57991605224083
205,18493,435.6485335201013
206,18494,465.8144060984689
207,18495,459.9307911007238
208,18496,448.1917798822011
209,18497,458.63272736021395
210,18498,469.9202381472554
211,18499,498.6328437117917
212,18500,479.16894229838715
213,18501,447.2535055480283
214,18502,448.87608522366526
215,18503,438.2658250838466
216,18504,382.45536272604403
217,18505,305.21938849341024
218,18506,258.30961252072126
219,18507,213.4320044726677
220,18508,179.6463631570722
221,18509,160.8131279759194
222,18510,172.91778039657424
223,18511,200.5389524558336
224,18512,230.93311619820741
225,18513,298.4160437022398
226,18514,423.5676830475159
227,18515,469.5803146521381
228,18516,474.55538796596187
229,18517,419.70724364553297
230,18518,448.76928393229275
231,18519,443.10096269769105
232,18520,431.791506421459
233,18521,441.85039782099216
234,18522,452.72487500967713
235,18523,480.38682635839393
236,18524,461.6351497561555
237,18525,430.8875655051496
238,18526,432.4507716010229
239,18527,422.22876304365934
240,18528,267.06660572376137
241,18529,213.13312357553798
242,18530,180.37626914162058
243,18531,149.03846708031128
244,18532,125.44612813638115
245,18533,112.29497721833103
246,18534,120.74759352473606
247,18535,140.03531540526924
248,18536,161.25940306514724
249,18537,208.38238302376323
250,18538,295.77512680037233
251,18539,327.90550995273674
252,18540,331.37957796862054
253,18541,293.07940189187264
254,18542,313.3732746185359
255,18543,309.4151151578164
256,18544,301.51778021460603
257,18545,308.5418521592883
258,18546,316.1354434508368
259,18547,335.4516412987133
260,18548,322.35744231534926
261,18549,300.88656293849607
262,18550,301.97814168665604
263,18551,294.84016587260055
264,18552,266.48914050074274
265,18553,212.67227611613856
266,18554,179.98625024650318
267,18555,148.71620840106664
268,18556,125.17488203219384
269,18557,112.0521672126116
270,18558,120.48650683501398
271,18559,139.73252380606561
272,18560,160.91071964625814
273,18561,207.93180786121206
274,18562,295.13558652876753
275,18563,327.1964957054454
276,18564,330.66305191184574
277,18565,292.44569045604186
278,18566,312.6956827218431
279,18567,308.74608179815795
280,18568,300.8658228808771
281,18569,307.8747070140355
282,18570,315.4518790498827
283,18571,334.72631041606866
284,18572,321.6604243867547
285,18573,300.23597045539725
286,18574,301.3251889355502
287,18575,294.20264722185397
288,18576,415.0217359199621
289,18577,331.20905808739076
290,18578,280.3048780099175
291,18579,231.6059065448992
292,18580,194.943391452879
293,18581,174.5064915695592
294,18582,187.64186460896525
295,18583,217.61500106721667
296,18584,250.59725161871762
297,18585,323.8264031674332
298,18586,459.6348024642449
299,18587,509.565445629196
300,18588,514.964150325909
301,18589,455.44564362854453
302,18590,486.98233937054306
303,18591,480.8313561505183
304,18592,468.5588908290297
305,18593,479.47430469669973
306,18594,491.2747521212083
307,18595,521.2921402573016
308,18596,500.9437437296647
309,18597,467.57797863686744
310,18598,469.2742929541404
311,18599,458.18187237510256
312,18600,405.42831041675663
313,18601,323.5530026335602
314,18602,273.82549697361475
315,18603,226.25222547656745
316,18604,190.43718191881715
317,18605,170.47269073021906
318,18606,183.30443335270004
319,18607,212.58472645644073
320,18608,244.8045765450057
321,18609,316.341001305597
322,18610,449.01012463539087
323,18611,497.786597153187
324,18612,503.060508214196
325,18613,444.9178002055375
326,18614,475.7255101739416
327,18615,469.7167098667273
328,18616,457.72792843842416
329,18617,468.3910273049437
330,18618,479.91870175523536
331,18619,509.24222363816466
332,18620,489.36419000794285
333,18621,456.76969049974366
334,18622,458.426793701973
335,18623,447.59077971869897
336,18624,420.2308798587742
337,18625,335.36622747899185
338,18626,283.8231237544884
339,18627,234.51290731100875
340,18628,197.39022278268212
341,18629,176.69680921841177
342,18630,189.9970508488582
343,18631,220.3463950297307
344,18632,253.74262218939145
345,18633,327.8909091903473
346,18634,465.40390715948786
347,18635,515.9612546261476
348,18636,521.4277211469156
349,18637,461.16216811058644
350,18638,493.09469658435853
351,18639,486.8665093188943
352,18640,474.44000618971836
353,18641,485.4924248382641
354,18642,497.44098553939523
355,18643,527.8351368228969
356,18644,507.2313374638841
357,18645,473.4467820814368
358,18646,475.1643876822243
359,18647,463.9327406231613
360,18648,400.66661293621166
361,18649,319.7529189248541
362,18650,270.609455701835
363,18651,223.59492546978697
364,18652,188.20052447273804
365,18653,168.47051337581237
366,18654,181.15154901768398
367,18655,210.08794926954567
368,18656,241.92938183015718
369,18657,312.6256215202991
370,18658,443.73656498432035
371,18659,491.9401648133319
372,18660,497.15213454373657
373,18661,439.6923043191981
374,18662,470.1381821432532
375,18663,464.1999543356616
376,18664,452.3519794293877
377,18665,462.88984172583315
378,18666,474.28212528955834
379,18667,503.261246604784
380,18668,483.61667763458536
381,18669,451.40499585815303
382,18670,453.04263662043843
383,18671,442.3338900705369
384,18672,386.1402212820134
385,18673,308.16009840298284
386,18674,260.7983588648741
387,18675,215.4883666640436
388,18676,181.3772094278886
389,18677,162.36252089411656
390,18678,174.58379851181758
391,18679,202.47109342385374
392,18680,233.1580970770588
393,18681,301.29120514339957
394,18682,427.6486481823354
395,18683,474.104599598301
396,18684,479.12760645745755
397,18685,423.7510144446297
398,18686,453.093059977077
399,18687,447.3701259326288
400,18688,435.9517059686457
401,18689,446.10751218661136
402,18690,457.0867621519801
403,18691,485.01522925138636
404,18692,466.08288509235376
405,18693,435.0390558152744
406,18694,436.617322997796
407,18695,426.2968280303497
408,18696,270.75146427973067
409,18697,216.07383348511055
410,18698,182.86501548577343
411,18699,151.09482927168716
412,18700,127.17697440719755
413,18701,113.8443701365282
414,18702,122.41361163997934
415,18703,141.9674563732894
416,18704,163.48438394399864
417,18705,211.25754446492306
418,18706,299.85609193519184
419,18707,332.4297948988996
420,18708,335.95179646011627
421,18709,297.12317269096945
422,18710,317.69705066332017
423,18711,313.68427839275415
424,18712,305.67797976179264
425,18713,312.7989665249074
426,18714,320.4973305931398
427,18715,340.0800441917057
428,18716,326.8051776515475
429,18717,305.0380532486209
430,18718,306.14469308342916
431,18719,298.9082308592909
432,18720,270.17399905671203
433,18721,215.61298602571122
434,18722,182.47499659065602
435,18723,150.77257059244252
436,18724,126.90572830301022
437,18725,113.60156013080876
438,18726,122.15252495025729
439,18727,141.66466477408576
440,18728,163.13570052510954
441,18729,210.8069693023719
442,18730,299.21655166358704
443,18731,331.7207806516082
444,18732,335.2352704033415
445,18733,296.4894612551387
446,18734,317.01945876662734
447,18735,313.01524503309577
448,18736,305.0260224280637
449,18737,312.13182137965464
450,18738,319.8137661921856
451,18739,339.354713309061
452,18740,326.10815972295296
453,18741,304.38746076552206
454,18742,305.4917403323233
455,18743,298.27071220854435
456,18744,418.7065944759315
457,18745,334.14976799696336
458,18746,282.7936243540704
459,18747,233.66226873627508
460,18748,196.6742377236954
461,18749,176.05588448775632
462,18750,189.30788272420855
463,18751,219.54714203523682
464,18752,252.82223249756896
465,18753,326.701564608593
466,18754,463.7157675990644
467,18755,514.0897305753588
468,18756,519.5363688174048
469,18757,459.4894144276413
470,18758,491.3061154153273
471,18759,485.10051938545604
472,18760,472.7190903762163
473,18761,483.7314190623189
474,18762,495.63663926351126
475,18763,525.920543150294
476,18764,505.3914790658629
477,18765,471.7294689469922
478,18766,473.4408443509134
479,18767,462.24993736179283
480,18768,409.11316897272593
481,18769,326.4937125431328
482,18770,276.3142433177676
483,18771,228.30858766794336
484,18772,192.16802818963356
485,18773,172.02208364841624
486,18774,184.97045146794335
487,18775,214.51686742446088
488,18776,247.02955742385706
489,18777,319.2161627467568
490,18778,453.0910897702104
491,18779,502.3108820993499
492,18780,507.63272670569165
493,18781,448.9615710046342
494,18782,480.0492862187258
495,18783,473.98587310166505
496,18784,461.8881279856108
497,18785,472.64814167056284
498,18786,484.28058889753834
499,18787,513.8706265311571
500,18788,493.8119253441411
501,18789,460.9211808098685
502,18790,462.593345098746
503,18791,451.65884470538924
504,18792,423.9157384147435
505,18793,338.3069373885644
506,18794,286.31187009864124
507,18795,236.56926950238463
508,18796,199.12106905349853
509,18797,178.24620213660893
510,18798,191.6630689641015
511,18799,222.27853599775085
512,18800,255.9676030682428
513,18801,330.76607063150715
514,18802,469.48487229430737
515,18803,520.4855395723105
516,18804,525.9999396384112
517,18805,465.20593890968325
518,18806,497.4184726291428
519,18807,491.1356725538321
520,18808,478.60020573690497
521,18809,489.7495392038833
522,18810,501.80287268169815
523,18811,532.4635397158893
524,18812,511.6790728000823
525,18813,477.5982723915616
526,18814,479.3309390789973
527,18815,468.00080560985157
528,18816,404.35147149218096
529,18817,322.6936288344267
530,18818,273.0982020459878
531,18819,225.65128766116285
532,18820,189.93137074355445
533,18821,170.01990629400953
534,18822,182.81756713292728
535,18823,212.02009023756585
536,18824,244.15436270900852
537,18825,315.50078296145887
538,18826,447.81753011913986
539,18827,496.46444975949464
540,18828,501.7243530352323
541,18829,443.7360751182949
542,18830,474.46195818803744
543,18831,468.46911757059945
544,18832,456.5121789765743
545,18833,467.14695609145235
546,18834,478.64401243186137
547,18835,507.8896494977764
548,18836,488.0644129707837
549,18837,455.55648616827784
550,18838,457.20918801721143
551,18839,446.40195505722727
552,18840,389.8250798379827
553,18841,311.10080831255544
554,18842,263.287105209027
555,18843,217.54472885541952
556,18844,183.10805569870502
557,18845,163.9119138123137
558,18846,176.24981662706088
559,18847,204.40323439187392
560,18848,235.38307795591018
561,18849,304.1663665845594
562,18850,431.72961331715493
563,18851,478.62888454446386
564,18852,483.6998249489533
565,18853,427.79478524372644
566,18854,457.4168360218613
567,18855,451.63928916756663
568,18856,440.1119055158323
569,18857,450.36462655223056
570,18858,461.44864929428303
571,18859,489.6436321443787
572,18860,470.53062042855197
573,18861,439.1905461253992
574,18862,440.7838743945691
575,18863,430.36489301703995
576,18864,274.43632283569997
577,18865,219.01454339468313
578,18866,185.35376182992627
579,18867,153.15119146306304
580,18868,128.90782067801393
581,18869,115.39376305472533
582,18870,124.07962975522265
583,18871,143.89959734130957
584,18872,165.70936482285
585,18873,214.13270590608283
586,18874,303.9370570700113
587,18875,336.95407984506244
588,18876,340.5240149516119
589,18877,301.16694349006616
590,18878,322.0208267081043
591,18879,317.9534416276919
592,18880,309.8381793089793
593,18881,317.0560808905265
594,18882,324.8592177354427
595,18883,344.7084470846981
596,18884,331.2529129877457
597,18885,309.18954355874564
598,18886,310.3112444802022
599,18887,302.97629584598116
600,18888,273.8588576126814
601,18889,218.5536959352838
602,18890,184.9637429348089
603,18891,152.82893278381843
604,18892,128.63657457382664
605,18893,115.15095304900589
606,18894,123.81854306550059
607,18895,143.59680574210591
608,18896,165.36068140396094
609,18897,213.68213074353173
610,18898,303.29751679840655
611,18899,336.2450655977711
612,18900,339.80748889483715
613,18901,300.53323205423544
614,18902,321.34323481141155
615,18903,317.28440826803353
616,18904,309.1862219752503
617,18905,316.3889357452738
618,18906,324.1756533344886
619,18907,343.98311620205345
620,18908,330.5558950591512
621,18909,308.5389510756469
622,18910,309.6582917290964
623,18911,302.3387771952347
624,18912,422.3914530319008
625,18913,337.090477906536
626,18914,285.28237069822325
627,18915,235.71863092765096
628,18916,198.4050839945118
629,18917,177.60527740595347
630,18918,190.97390083945186
631,18919,221.47928300325697
632,18920,255.0472133764204
633,18921,329.57672604975284
634,18922,467.7967327338839
635,18923,518.6140155215217
636,18924,524.1085873089005
637,18925,463.53318522673806
638,18926,495.6298914601116
639,18927,489.36968262039386
640,18928,476.87928992340295
641,18929,487.988533427938
642,18930,499.99852640581423
643,18931,530.5489460432864
644,18932,509.83921440206115
645,18933,475.88095925711707
646,18934,477.60739574768655
647,18935,466.3180023484832
648,18936,412.79802752869523
649,18937,329.4344224527054
650,18938,278.80298966192044
651,18939,230.36494985931927
652,18940,193.89887446044995
653,18941,173.57147656661337
654,18942,186.63646958318665
655,18943,216.44900839248106
656,18944,249.25453830270843
657,18945,322.09132418791665
658,18946,457.1720549050299
659,18947,506.8351670455127
660,18948,512.2049451971873
661,18949,453.00534180373097
662,18950,484.37306226351006
663,18951,478.25503633660287
664,18952,466.04832753279743
665,18953,476.90525603618204
666,18954,488.64247603984137
667,18955,518.4990294241494
668,18956,498.2596606803394
669,18957,465.0726711199933
670,18958,466.7598964955192
671,18959,455.72690969207963
672,18960,427.6005969707129
673,18961,341.24764729813705
674,18962,288.8006164427941
675,18963,238.6256316937605
676,18964,200.85191532431492
677,18965,179.79559505480606
678,18966,193.32908707934484
679,18967,224.21067696577103
680,18968,258.19258394709425
681,18969,333.6412320726669
682,18970,473.5658374291269
683,18971,525.0098245184734
684,18972,530.5721581299069
685,18973,469.24970970877996
686,18974,501.742248673927
687,18975,495.40483578876984
688,18976,482.7604052840916
689,18977,494.0066535695025
690,18978,506.16475982400107
691,18979,537.0919426088817
692,18980,516.1268081362805
693,18981,481.74976270168645
694,18982,483.4974904757704
695,18983,472.06887059654196
696,18984,408.0363300481504
697,18985,325.6343387439993
698,18986,275.58694839014066
699,18987,227.70764985253874
700,18988,191.66221701437087
701,18989,171.56929921220666
702,18990,184.48358524817058
703,18991,213.95223120558603
704,18992,246.37934358785995
705,18993,318.3759444026187
706,18994,451.89849525395937
707,18995,500.9887347056576
708,18996,506.296571526728
709,18997,447.7798459173916
710,18998,478.7857342328216
711,18999,472.7382808055372
712,19000,460.672378523761
713,19001,471.4040704570715
714,19002,483.00589957416435
715,19003,512.5180523907688
716,19004,492.5121483069819
717,19005,459.70797647840266
718,19006,461.3757394139846
719,19007,450.47002004391754
720,19008,393.509938393952
721,19009,314.04151822212805
722,19010,265.77585155317985
723,19011,219.6010910467954
724,19012,184.8389019695214
725,19013,165.46130673051084
726,19014,177.91583474230418
727,19015,206.3353753598941
728,19016,237.6080588347616
729,19017,307.04152802571923
730,19018,435.81057845197444
731,19019,483.1531694906267
732,19020,488.272043440449
733,19021,431.83855604282326
734,19022,461.7406120666455
735,19023,455.9084524025044
736,19024,444.2721050630189
737,19025,454.6217409178497
738,19026,465.81053643658595
739,19027,494.27203503737115
740,19028,474.9783557647502
741,19029,443.34203643552405
742,19030,444.9504257913422
743,19031,434.4329580037303
744,19032,278.12118139166927
745,19033,221.9552533042558
746,19034,187.84250817407911
747,19035,155.20755365443895
748,19036,130.63866694883032
749,19037,116.94315597292248
750,19038,125.74564787046597
751,19039,145.83173830932975
752,19040,167.9343457017014
753,19041,217.00786734724267
754,19042,308.0180222048308
755,19043,341.47836479122526
756,19044,345.0962334431076
757,19045,305.2107142891629
758,19046,326.34460275288853
759,19047,322.22260486262974
760,19048,313.9983788561659
761,19049,321.3131952561457
762,19050,329.2211048777457
763,19051,349.33684997769046
764,19052,335.70064832394394
765,19053,313.34103386887045
766,19054,314.47779587697534
767,19055,307.0443608326715
768,19056,277.5437161686507
769,19057,221.49440584485643
770,19058,187.45248927896176
771,19059,154.8852949751943
772,19060,130.36742084464305
773,19061,116.70034596720306
774,19062,125.48456118074391
775,19063,145.5289467101261
776,19064,167.58566228281234
777,19065,216.55729218469153
778,19066,307.3784819332261
779,19067,340.7693505439339
780,19068,344.3797073863329
781,19069,304.5770028533322
782,19070,325.66701085619576
783,19071,321.5535715029713
784,19072,313.34642152243697
785,19073,320.64605011089293
786,19074,328.53754047679155
787,19075,348.6115190950458
788,19076,335.0036303953495
789,19077,312.6904413857717
790,19078,313.82484312586945
791,19079,306.40684218192496
792,19080,426.0763115878701
793,19081,340.0311878161086
794,19082,287.7711170423761
795,19083,237.77499311902687
796,19084,200.13593026532823
797,19085,179.15467032415063
798,19086,192.6399189546952
799,19087,223.41142397127715
800,19088,257.27219425527176
801,19089,332.45188749091267
802,19090,471.8776978687034
803,19091,523.1383004676845
804,19092,528.6808058003962
805,19093,467.5769560258349
806,19094,499.9536675048958
807,19095,493.6388458553316
808,19096,481.0394894705896
809,19097,492.24564779355717
810,19098,504.36041354811715
811,19099,535.1773489362787
812,19100,514.2869497382594
813,19101,480.03244956724177
814,19102,481.7739471444596
815,19103,470.3860673351735
816,19104,416.48288608466453
817,19105,332.375132362278
